positive,0.4375,0.625
negative,-0.05,0.4
positive,0.7,0.6000000000000001
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
positive,0.625,0.6666666666666666
neutral,0.0,0.0
negative,-0.19375,0.25
neutral,0.0,0.0
positive,0.13636363636363635,0.5
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.1787878787878788,0.4666666666666666
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.26742424242424245,0.5416666666666667
negative,-0.19375,0.25
negative,-0.5,1.0
positive,0.11875,0.43125
negative,-0.025,0.25
positive,0.16666666666666666,0.25
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.3,0.3666666666666667
positive,0.3111111111111111,0.5407407407407407
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.13636363636363635,0.5
positive,0.43333333333333335,0.7666666666666666
positive,0.13636363636363635,0.5
positive,0.13636363636363635,0.5
neutral,0.0,1.0
neutral,0.0,0.0
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
neutral,0.0,0.0
positive,0.29374999999999996,0.55
negative,-0.16666666666666666,0.16666666666666666
negative,-0.025,0.25
negative,-0.06666666666666667,0.3333333333333333
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.1
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
positive,0.8,1.0
positive,0.8,1.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.16666666666666666,0.16666666666666666
neutral,0.0,0.0
positive,0.05,0.65
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.19375,0.25
positive,0.24285714285714285,0.7178571428571429
positive,0.9,0.875
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.9,1.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
positive,0.4375,0.625
negative,-0.05,0.4
positive,0.7,0.6000000000000001
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
positive,0.625,0.6666666666666666
neutral,0.0,0.0
negative,-0.19375,0.25
neutral,0.0,0.0
positive,0.13636363636363635,0.5
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.1787878787878788,0.4666666666666666
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.26742424242424245,0.5416666666666667
negative,-0.19375,0.25
negative,-0.5,1.0
positive,0.11875,0.43125
negative,-0.025,0.25
positive,0.16666666666666666,0.25
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.3,0.3666666666666667
positive,0.3111111111111111,0.5407407407407407
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.13636363636363635,0.5
positive,0.43333333333333335,0.7666666666666666
positive,0.13636363636363635,0.5
positive,0.13636363636363635,0.5
neutral,0.0,1.0
neutral,0.0,0.0
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
neutral,0.0,0.0
positive,0.29374999999999996,0.55
negative,-0.16666666666666666,0.16666666666666666
negative,-0.025,0.25
negative,-0.06666666666666667,0.3333333333333333
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.1
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
positive,0.8,1.0
positive,0.8,1.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.16666666666666666,0.16666666666666666
neutral,0.0,0.0
positive,0.05,0.65
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.19375,0.25
positive,0.24285714285714285,0.7178571428571429
positive,0.9,0.875
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.9,1.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
positive,0.4375,0.625
negative,-0.05,0.4
positive,0.7,0.6000000000000001
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
positive,0.625,0.6666666666666666
neutral,0.0,0.0
negative,-0.19375,0.25
neutral,0.0,0.0
positive,0.13636363636363635,0.5
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.1787878787878788,0.4666666666666666
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.26742424242424245,0.5416666666666667
negative,-0.19375,0.25
negative,-0.5,1.0
positive,0.11875,0.43125
negative,-0.025,0.25
positive,0.16666666666666666,0.25
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.3,0.3666666666666667
positive,0.3111111111111111,0.5407407407407407
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.13636363636363635,0.5
positive,0.43333333333333335,0.7666666666666666
positive,0.13636363636363635,0.5
positive,0.13636363636363635,0.5
neutral,0.0,1.0
neutral,0.0,0.0
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
neutral,0.0,0.0
positive,0.29374999999999996,0.55
negative,-0.16666666666666666,0.16666666666666666
negative,-0.025,0.25
negative,-0.06666666666666667,0.3333333333333333
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.1
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
positive,0.8,1.0
positive,0.8,1.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.16666666666666666,0.16666666666666666
neutral,0.0,0.0
positive,0.05,0.65
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.5
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.19375,0.25
positive,0.24285714285714285,0.7178571428571429
positive,0.9,0.875
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.9,1.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
positive,0.4375,0.625
negative,-0.05,0.4
positive,0.7,0.6000000000000001
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
positive,0.625,0.6666666666666666
neutral,0.0,0.0
negative,-0.19375,0.25
neutral,0.0,0.0
positive,0.13636363636363635,0.5
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.1787878787878788,0.4666666666666666
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.26742424242424245,0.5416666666666667
negative,-0.19375,0.25
negative,-0.5,1.0
positive,0.11875,0.43125
negative,-0.025,0.25
positive,0.16666666666666666,0.25
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.3,0.3666666666666667
positive,0.3111111111111111,0.5407407407407407
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.13636363636363635,0.5
positive,0.43333333333333335,0.7666666666666666
positive,0.13636363636363635,0.5
positive,0.13636363636363635,0.5
neutral,0.0,1.0
neutral,0.0,0.0
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
neutral,0.0,0.0
positive,0.29374999999999996,0.55
negative,-0.16666666666666666,0.16666666666666666
negative,-0.025,0.25
negative,-0.06666666666666667,0.3333333333333333
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.1
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
positive,0.8,1.0
positive,0.8,1.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.16666666666666666,0.16666666666666666
neutral,0.0,0.0
positive,0.05,0.65
neutral,0.0,0.0
neutral,0.0,0.5
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.19375,0.25
positive,0.24285714285714285,0.7178571428571429
positive,0.9,0.875
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.9,1.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
positive,0.4375,0.625
negative,-0.05,0.4
positive,0.7,0.6000000000000001
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
positive,0.625,0.6666666666666666
neutral,0.0,0.0
negative,-0.19375,0.25
neutral,0.0,0.0
positive,0.13636363636363635,0.5
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.1787878787878788,0.4666666666666666
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.26742424242424245,0.5416666666666667
negative,-0.19375,0.25
negative,-0.5,1.0
positive,0.11875,0.43125
negative,-0.025,0.25
positive,0.16666666666666666,0.25
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.3,0.3666666666666667
positive,0.3111111111111111,0.5407407407407407
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.13636363636363635,0.5
positive,0.43333333333333335,0.7666666666666666
positive,0.13636363636363635,0.5
positive,0.13636363636363635,0.5
neutral,0.0,1.0
neutral,0.0,0.0
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
neutral,0.0,0.0
positive,0.29374999999999996,0.55
negative,-0.16666666666666666,0.16666666666666666
negative,-0.025,0.25
negative,-0.06666666666666667,0.3333333333333333
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.1
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
positive,0.8,1.0
positive,0.8,1.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.16666666666666666,0.16666666666666666
neutral,0.0,0.0
positive,0.05,0.65
neutral,0.0,0.0
neutral,0.0,0.5
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.19375,0.25
positive,0.24285714285714285,0.7178571428571429
positive,0.9,0.875
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.9,1.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
positive,0.4375,0.625
negative,-0.05,0.4
positive,0.7,0.6000000000000001
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
positive,0.625,0.6666666666666666
neutral,0.0,0.0
negative,-0.19375,0.25
neutral,0.0,0.0
positive,0.13636363636363635,0.5
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.1787878787878788,0.4666666666666666
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.26742424242424245,0.5416666666666667
negative,-0.19375,0.25
negative,-0.5,1.0
positive,0.11875,0.43125
negative,-0.025,0.25
positive,0.16666666666666666,0.25
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.3,0.3666666666666667
positive,0.3111111111111111,0.5407407407407407
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.13636363636363635,0.5
positive,0.43333333333333335,0.7666666666666666
positive,0.13636363636363635,0.5
positive,0.13636363636363635,0.5
neutral,0.0,1.0
neutral,0.0,0.0
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
neutral,0.0,0.0
positive,0.29374999999999996,0.55
negative,-0.16666666666666666,0.16666666666666666
negative,-0.025,0.25
negative,-0.06666666666666667,0.3333333333333333
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.1
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
positive,0.8,1.0
positive,0.8,1.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.16666666666666666,0.16666666666666666
neutral,0.0,0.0
positive,0.05,0.65
neutral,0.0,0.0
neutral,0.0,0.5
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.19375,0.25
positive,0.24285714285714285,0.7178571428571429
positive,0.9,0.875
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.9,1.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
positive,0.4375,0.625
negative,-0.05,0.4
positive,0.7,0.6000000000000001
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
positive,0.625,0.6666666666666666
neutral,0.0,0.0
negative,-0.19375,0.25
neutral,0.0,0.0
positive,0.13636363636363635,0.5
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.1787878787878788,0.4666666666666666
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.26742424242424245,0.5416666666666667
negative,-0.19375,0.25
negative,-0.5,1.0
positive,0.11875,0.43125
negative,-0.025,0.25
positive,0.16666666666666666,0.25
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.3,0.3666666666666667
positive,0.3111111111111111,0.5407407407407407
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.13636363636363635,0.5
positive,0.43333333333333335,0.7666666666666666
positive,0.13636363636363635,0.5
positive,0.13636363636363635,0.5
neutral,0.0,1.0
neutral,0.0,0.0
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
neutral,0.0,0.0
positive,0.29374999999999996,0.55
negative,-0.16666666666666666,0.16666666666666666
negative,-0.025,0.25
negative,-0.06666666666666667,0.3333333333333333
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.1
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
positive,0.8,1.0
positive,0.8,1.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.16666666666666666,0.16666666666666666
neutral,0.0,0.0
positive,0.05,0.65
neutral,0.0,0.0
neutral,0.0,0.5
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.19375,0.25
positive,0.24285714285714285,0.7178571428571429
positive,0.9,0.875
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.9,1.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
positive,0.4375,0.625
negative,-0.05,0.4
positive,0.7,0.6000000000000001
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
positive,0.625,0.6666666666666666
neutral,0.0,0.0
negative,-0.19375,0.25
neutral,0.0,0.0
positive,0.13636363636363635,0.5
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.1787878787878788,0.4666666666666666
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.26742424242424245,0.5416666666666667
negative,-0.19375,0.25
negative,-0.5,1.0
positive,0.11875,0.43125
negative,-0.025,0.25
positive,0.16666666666666666,0.25
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.025,0.25
positive,0.3,0.3666666666666667
positive,0.3111111111111111,0.5407407407407407
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.13636363636363635,0.5
positive,0.43333333333333335,0.7666666666666666
positive,0.13636363636363635,0.5
positive,0.13636363636363635,0.5
neutral,0.0,1.0
neutral,0.0,0.0
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.025,0.25
neutral,0.0,0.0
positive,0.29374999999999996,0.55
negative,-0.16666666666666666,0.16666666666666666
negative,-0.025,0.25
negative,-0.06666666666666667,0.3333333333333333
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
neutral,0.0,0.1
positive,0.24285714285714285,0.7178571428571429
neutral,0.0,0.0
positive,0.8,1.0
positive,0.8,1.0
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.16666666666666666,0.16666666666666666
neutral,0.0,0.0
positive,0.05,0.65
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.16666666666666666,0.16666666666666666
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.16666666666666666,0.16666666666666666
neutral,0.0,0.0
neutral,0.0,0.0
negative,-0.033333333333333326,0.4166666666666667
neutral,0.0,0.0
positive,0.13636363636363635,0.5
neutral,0.0,0.5
negative,-0.19375,0.25
neutral,0.0,0.0
negative,-0.19375,0.25
positive,0.24285714285714285,0.7178571428571429
positive,0.9,0.875
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.9,1.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
positive,0.4375,0.625
negative,-0.05,0.4
positive,0.7,0.6000000000000001
neutral,0.0,0.0
positive,0.31666666666666665,0.7166666666666667
neutral,0.0,0.0
positive,0.625,0.6666666666666666
neutral,0.0,0.0
negative,-0.19375,0.25
neutral,0.0,0.0
positive,0.13636363636363635,0.5
neutral,0.0,0.0
